,type,news
64,business,rospatch rpch to respond to diagnostic drs rospatch corp said it will have a news release later in response to today s acquisition bid by diagnostic retrieval systems inc for dlrs a share rospatch earlier requested its stock be halted in over the counter trading last trade diagnostic said its bid was for a total mln dlrs through a cash tender offer for all but not less than pct of rosptach outstanding common for its fourth quarter ended december rospatch reported net loss or dlrs a share compared a loss of or cts profit for the period in december the brookehill group in new york said it had pct stake j a parini rospatch chief executive responded on january eight by saying the investment was a vote in confidence in the company reuter 
65,business,rospatch corp rejects offer from diagnostic retrieval systems inc 
66,business,north american group namg buys georgia firm north american group ltd s north american acquisition corp said it has a definitive agreement to buy pct of pioneer business group inc of atlanta terms of the acquisition were not disclosed closing of the acquisition is scheduled for april north american acquisition said the agreement is subject to due diligence and a satisfactory review of pioneer s operation pioneer makes business forms reuter 
67,business,talking point viacom international via a bidding war for viacom international inc one of the largest u s entertainment companies pitted a management group and other investors against national amusements inc a closely held theater operator both sides raised their bids over the weekend a source close to the management side insisted that timing was on his side he said if outside directors approve the management proposal a merger plan could be put to a vote of shareholders with proxy material going out late this week it would take days from the day we mail said the source the source predicted national amusements controlled by investor sumner redstone would need half a year to complete a tender offer because of the regulatory approvals that must accompany any change in control of viacom s broadcast licenses and cable television franchises redstone was not available for comment some of wall street s arbitrage players said it was a rare situation that could only be enjoyed a true bidding war one said redstone could begin a tender offer whenever he wanted and if enough people were convinced his proposal was superior to the viacom management plan he would have a chance to win the independent directors of viacom were called into a meeting today word on a decision was expected early tomorrow viacom shares climbed to by midafternoon one major wall street firm issued a sell recommendation we think we re at the end now in terms of bidding said the firm s arbitrageur who spoke on condition he not be identified both redstone s proposal and the management proposal would create a restructured company heavily leveraged with debt the management plan would result in a balance sheet with about billion dlrs in debt and nearly mln dlrs in preferred stock convertible into pct of the common stock redstone s newest proposal offers holders dlrs in cash a fraction of a share of exchangeable preferred stock with a value of dlrs and one fifth of a share of common stock stock of arsenal holdings representing pct of the equity interest in the restructured viacom one arbitrageur calculated the equity in the redstone plan was worth dlrs making the total package worth dlrs per share management offered dlrs in cash exchangeable preferred stock worth dlrs and a fractional share of convertible preferred the arbitrageur said the equity portion was worth about dlrs for a total of dlrs redstone s newest plan raised the amount of interest he would pay on the cash portion of his offer for every day beyond april that a merger with arsenal is not consummated the plan calls for intest to be paid at an annual rate of nine pct during may and pct thereafter previously redstone offered eight pct interest other arbitrageurs said both redstone and the management group led by president and chief executive terrence elkes were offering high prices redstone really wants to own the company one said another said management seemed to have the edge on the timing issue redstone s company owns pct ov viacom s mln shares a wall street analyst said it was hard to determine what the equity in the newly leveraged company would be worth he noted as an example that new stock in fmc corp fmc which adopted a highly leveraged structure last year inititally traded at dlrs per share dipped to nine dlrs and is now just over dlrs last week viacom reported fourth quarter earnings fell two two cts per share from cts the company said interest costs from several acquisitions affected results shares of warner communications inc wci rose to analysts noted warner owns warrants to purchase mln viacom shares at dlrs and another mln shares at dlrs chris craft industries ccn which owns a stake in warner rose to viacom was created in and spun off from cbs inc cbs the company has cable television subscribers operates nine satellite television services and owns television and radio stations it is one of the largest distributors of films and other programs for television reuter 
68,business,wavehill international to make acquisition wavehill international ventures inc said it has agreed to acquire personal computer rental corp of coral gables fla in a transaction in which shareholders of personal computer will receive shares respresenting about a pct interest in the combined company the company said it will have about two mln shares outstanding on a fully diluted basis after the transaction it said after the acquisition it will infuse perconal computer with cash for expansion it said personal computer now has franchised locations and plans to add over in seeking eventually to expand into markets in the u s and abroad reuter 
69,business,security pacific spc completes merger security pacific corp said it completed its planned merger with diablo bank following the approval of the comptroller of the currency security pacific announced its intention to merge with diablo bank headquartered in danville calif in september as part of its plan to expand its retail network in northern california diablo has a bank offices in danville san ramon and alamo calif security pacific also said reuter 
70,business,albertson s abs adopts stockholder rights plan albertson s inc said its board has adopted a stockholder rights plan intended to protect them in the event of any proposed takeover of the company under the plan stockholders will receive a dividend distribution of one right for each share of common stock held on march the rights are exercisable ten days after a person or group acquires pct or more of alberston s common stock or announces a tender offer for pct or more of the stock each right will entitle the shareholder to buy one newly issued share of alberston s common stock for dlrs reuter 
71,business,rospatch rpch rejects diagnostic drs bid rospatch corp said it rejected a proposal by diagnostic retrieval systems inc to acquire its stock at dlrs a share rospatch s board believes that the long term interests of its shareholders will be best served by continuing as an independent public company at this time the company said in response to an unsolicited offer from diagnostic retrieval rospatch said diagnostic s offer of february is a variation of a previous offer in january the nature of which was not disclosed rospatch said it advised diagnostic retrieval that it would be contrary to the best interests of the corporation to engage in any discussions concerning a business combination with diagnostic retrieval reuter 
72,business,int l minerals igl buys animal products unit international minerals and chemical corp said it completed its acquisition of johnson and johnson co s pitman moore unit a producer of animal health products terms of the acquisition were not disclosed international minerals and chemical said annual sales of the unit are about mln dlrs pitman moore makes health products for pets and for farm and feedstock animals reuter 
73,business,jwt jwt not approached by group seeking shares jwt group inc has not been approached by former ted bates worldwide chairman robert jacoby about the possibility of a syndicate buying a pct stake in jwt group on a friendly basis a company spokesman said he said jwt would have no comment on an advertising age report that jacoby is considering heading up a venture capital syndicate to purchase a pct stake in jwt group jacoby was not immediately available for comment on the report ted bates is now owned by saatchi and saatchi the world s largest advertising agency reuter 
74,business,foote mineral fte sells cambridge plant foote mineral co said it signed a letter of intent with shieldalloy corp a wholly owned subsidiary of metallurg inc for the sale of its cambridge ohio business the company said the sale which will be explained in greater detail after the definitive agreement has been signed is part of foote s previously announced plan to sell the entire company reuter 
75,business,utilicorp ucu acquires dominion d subsidiary utilicorp united inc said it has closed the previously announced acquisition of west virginia power from dominion resources inc for about mln dlrs reuter 
76,business,pesch sees shareholder support in ami ami bid chicago physician leroy pesch said he has had discussions with several american medical international inc shareholders and sees support for a restructuring of the company pesch said he has discussed his sweetened billion dlr takeover bid for american medical with several large shareholders including the biggest investor the bass family of texas however the bass family has not indicated support one way or the other for his offer he said pesch in an interview with reuters said based on the conversations he held with shareholders he could not guage whether he had majority support he said however there is support for his offer pesch would not identify shareholders with whom he held discussions other than the bass family and the wedge group inc the only other holder of more than five pct of american medical stock earlier today wedge group which has a pct stake said it held discussions with pesch american medical management and other american medical shareholders wedge in a filing with the securities and exchange commission said it believes a restructuring of american medical and its business would be highly desirable and appropriate at this time that s the sort of position that i find a large segment of shareholders of ami really share said pesch pesch said he held discussions with wedge about joining his takeover effort in which he is offering dlrs cash four dlrs in preferred stock and one dlr in common stock for each american medical share wedge said it has no plans to join in an effort to seek control of american medical but it would not rule out a future takeover try pesch said he did not discuss a joint takeover proposal with the bass family some analysts saw the wedge statement as a boost to pesch s takeover effort and a further sign that there could be some shareholder dissatisfaction following american medical s previous rejection of a dlr per share all cash offer from pesch american medical is expected to resist pesch s latest bid larry feinberg an analyst with dean witter reynolds inc said a management led leveraged buyout cannot be ruled out an american medical spokesman said the company will comment on the new pesch offer by march analysts continue to view the bass family as a factor in the outcome of the bid for control of american medical the bass family holds an pct stake in american medical and the company has previously said the investors support management s internal plan to improve the company s performance the bass family would not comment on american medical or pesch pesch who led the leveraged buyout of republic health corp last year continues to face a credibilty problem on wall street because of the long time it took to finish the republic acquisition republic also has substantial debt and has left wall street questioning whether financing can be completed for the much larger american medical takeover proposal pesch s first offer for american medical was made without an investment banking firm another cause for concern to wall street however pesch entered his second offer with representation from donaldson lufkin and jenrette securities and security pacific merchant banking group i don t have any doubt that the current transaction can be worked out and completed provided we get to the point where ami management will sit down and talk in a friendly environment pesch said pesch would not elaborate on what type of financing arrangements are being made he did say if he succeeds in acquiring american medical he plans to keep much of american medical management in place he said he plans to combine the company with republic to form an efficient network of hospitals analysts said they do not believe a much higher offer could be made for american medical byron nimocks of e f hutton group said improved second fiscal quarter earnings could make american medical stock worth about dlrs per share nimocks estimates american medical earnings for the second quarter ended february could be cts compared to a ct loss last year nimocks said pesch s revised offer is not worth much more than the dlrs cash offered previously but feinberg said there is a better chance a transaction could be completed because of the revised structure of the offer i think it s much more doable he said analysts have said american medical has begun a turnaround by replacing some members of management and reducing costs reuter 
77,business,u s approves buyout of coastal bancorp csbk coastal bancorp said the u s federal reserve board approved the acquisition of coastal by suffield financial corp ssbk the acquisition still requires approval from the banking department in maine the company noted reuter 
78,business,amca ail to sell some dominion bridge assets amca international ltd said it finalized agreement to sell certain assets and inventories of its dominion bridge steel service center operations to federal industries ltd s russelsteel inc unit terms were undisclosed it said the sale involved assets and operations of the general line of steel service centers in toronto and edmonton alberta and steel from inventories of closed amca branches the company said the sale was part of a previously announced restructuring program to allow it to focus on certain core businesses and generate cash to cut debt reuter 
79,business,scott s hospitality acquires capital food scott s hospitality inc said it acquired capital food services ltd ottawa s largest catering and food service company for undisclosed terms scott s said it would operate capital food as a separate unit under capital s current name and management reuter 
80,business,union national unbc signs definitive pact union national corp said it signed a definitive agreement under which its first national bank and trust co of washington unit will merge with second national bank of masontown under a previously announced merger agreement each share of second national s common stock will be converted into shares of union national common reuter 
81,business,analysts see no other bidder for purolator pcc several analysts said they do not believe another suitor will top the mln dlr bid for purolator courier corp by e f hutton lbo inc and a management group from purolator s courier division there had been speculation another offer might be forthcoming but analysts mostly believe the dlrs per share price being paid by hutton and the managers pc acquisition inc is fully valued analysts and some wall street sources said they doubted another bidder would emerge since purolator had been for sale for sometime before a deal was struck with hutton friday purolator s stock slipped today to close at it had been trading slightly higher than the dlr offer on friday at least one analyst friday speculated the company might fetch to dlrs per share analysts and wall street sources doubted a competitive offer would emerge since the company has been for sale for sometime before the deal with hutton was struck friday hutton had been in talks with purolator s adviser dillon read and co since late december a hutton spokesman said hutton is offering dlrs cash per share for pct of the shares if all shares are tendered shareholders would receive dlrs cash six dlrs in debentures and warrants for stock in a subsidiary of pc acquisition containing the purolator u s courier operation hutton values the warrants at two to three dlrs per share wall street sources also said today that a rival bidder might be discouraged by a breakup fee purolator would have to pay if it ends its agreement with hutton the sources would not reveal the amount of the fee which will be noted in documents on the transaction to be made public later this week reuter 
82,business,ferro corp foe sets joint venture ferro corp said it has formed a joint venture with paris based alsthom inudstrial group to export u s epxertise in specialty composite materials to the european market ferro said although the airframe and aerospace industries are the prime users of composite materials today it plans to develop applications for the ground transportation and industrial markets in the near future ferro also announced it has agreed to purchase compositair a developer of composit materials applications for an undisclosed sum reuter 
83,business,ccl unit acquires nestle canada can operations ccl industries inc s continental can canada inc unit said it acquired the wallaceburg ontario metal can making operations of nestle enterprises ltd wholly owned by nestle sa of switzerland terms were undisclosed continental can said it would supply nestle s equivalent can requirements under a long term agreement nestle said it decided to stop manufacturing cans in order to be in a better position to take full advantage of the changes underway or on the horizon in food packaging technology reuter 
84,business,armtek arm to sell industrial tire unit armtek corp previously the armstrong rubber co said it agreed to sell its industrial tire and assembly division to a dyneer corp dyr for an undisclosed sum it said the agreement covers the division s tire production facility in clinton tenn and its plants serving original equipment and replacement markets armstrong tire co an armtek unit will continue to sell replacement industrial tires the company said final closing is expected in the third fiscal quarter ending june reuter 
85,business,leucadia luk has pct of minstar mnst leucadia national corp said two of its subsidiaries have acquired a pct stake in minstar inc a corporation controlled by corporate raider irwin jacobs and used by him in his forays to acquire stock in companies in a filing with the securities and exchange commission leucadia said its lnc investments inc a newark del investment firm and charter national life insurance co a st louis joint stock life insurance company bought their combined minstar common shares for investment purposes only the leucadia subsidiaries had held an pct stake in minstar but cut to pct or shares last july since july leucadia said its companies have bought minstar common shares for a total of mln dlrs leucadia said it bought the minstar stake to obtain an equity position in the company and has no intention of seeking control of it nearly half of leucadia s common stock is owned by tlc associates a salt lake city utah general partnership whose partners include the chairman and president of leucadia and other investors reuter 
86,business,microbio mrc plans acquisition financing microbiological research corp said it entered into a letter of intent for a proposed business combination with privately owned datagene scientific laboratories inc and milex corp a newly formed company through a stock swap it also said it received dlrs from the sale of a convertible note to ventana growth fund as part of an overall equity financing plan with ventana under that plan a minimum of dlrs and a maximum of one mln dlrs of additional new capital is to be provided to fund the combined operations of the three companies microbiological also said that if the maximum additional capital is raised it will own about pct of shares of common outstanding in the new combined company datagene holders will own pct and ventana and others will own pct it said the remaining nine pct will be held by milex shareholder norman monson who will become chief executive officer of the combined companies reuter 
87,business,painewebber pwj unit ups shaer shoe shs stake mitchell hutchins asset management inc a new york investment firm and subsidiary of painewebber group inc said it raised its voting stake in shaer shoe corp to shares or pct from shares or pct in a filing with the securities and exchange commission mitchell hutchins said it bought shares between jan and feb at prices ranging from to dlrs a share and obtained voting control over another shares the firm has said it bought the stake as an investment on behalf of its clients but said it has had discussions with shaer management it did not disclose the topic of the talks reuter 
88,business,rexnord rex to redeem rights rexnord inc said it will redeem all of its preferred stock purchase rights for cts a right effective today rexnord said the rights will be redeemed because it is expected its shares will be tendered under a january takeover offer from banner acquisition corp the rights trade in tandem with rexnord s common stock reuter 
89,business,cantrex unit to merge with ontario group groupe cantrex inc said it plans to merge a new wholly owned subsidiary a merger agreement with cap appliance purchasers inc of woodstock ontario a group of about appliance and electronics retailers it said cap shareholders will receive first preferred groupe cantrex shares entitling the holders to receive dlrs per share or the equivilant in class a subordinate voting cantrex shares the merger is effective april one and is subject to shareholder approval reuter 
90,business,investment firm boosts ldbrinkman dbc stake two affiliated investment firms and the investment funds they control said they raised their combined stake in ldbrinkman corp to shares or pct of the total outstanding from shares or pct in a filing with the securities and exchange commission fidelity international ltd a bermuda based firm said its funds bought ldbrinkman common shares between jan and feb at prices ranging from to dlrs a share funds controlled by fmr corp a boston based investment firm affiliated with fidelity hold shares bringing the combined total to shares fidelity said reuter 
91,business,sec probes tre tre takeover attempt the federal securities and exchange commission sec is looking for possible securities laws violations in connection with an unsuccessful bid by hollywood producer burt sugarman to take over tre corp attorneys contacted by sec investigators said during the takeeover attempt a unit of sugarman s giant group ltd at one point held a pct stake in tre it had help in that effort from jefferies group inc a los angeles investment banking firm which sold it an option on a portion of the shares sugarman eventually acquired in addition a company controlled by sugarman raised mln dlrs in a debt offering underwritten by drexel burnham lambert inc with help from jefferies and used a portion of the proceeds to buy tre stock finally reliance group holdings inc acquired nearly six pct of tre according to an seec filing the attorneys who asked not to be identified said the sec was investigating whether sugarman and other firms with tre holdings were working together without disclosing their cooperation as would be required by the federal securities laws one attorney said sec probers also were examining whether sugarman and drexel had made adequate disclosures of its intended usage of the proceeds in the prospectus for the mln dlr bond offering a tre spokesman confirmed that tre since december a unit of aluminum co of america had been contacted by sec investigators and was cooperating with the probe the spokesman added that tre chairman leopold wyler had been interviewed by the sec probers a jefferies spokesman said the sec had asked for information a few months ago as part of an informal probe the spokesman said jefferies had cooperated with the agency and had heard nothing more since that time to the best of our knowledge jefferies is not the target of a formal sec investigation in connection with the tre bid he said a drexel spokesman acknowledged that his firm had underwritten the debt offering for sugarman but added we had nothing to do with tre as a matter of policy the sec routinely declines to comment on its enforcement activities reuter 
92,business,transamerica sells occidental life australia equity investment company battery group ltd said it had agreed to buy occidental life insurance co of australia ltd from transamerica corp ta of the u s for mln australian dlrs the acquisition has been made possible by the efforts of its major shareholder pratt and co financial services pty ltd battery group said in a statement the purchase will be partly funded by the issue of eight mln shares at dlrs each and four mln free options to the pratt group controlled by entrepreneur dick pratt plus four mln shares to professional investors at each it said the balance will be funded by debt battery group said the acquisition is subject to the approval of its shareholders on completion of the share placements pratt group will effectively have pct of battery s enlarged capital assuming exercise of all options it said battery now has mln shares on issue battery said occidental life is a major underwriter of individual term life insurance and a recent but fast growing entrant in the individual account superannuation market it has some mln dlrs in funds under management reuter 
93,business,u k clears cons gold u s purchase the u k trade department said it would not refer consolidated goldfields plc s cgld l purchase of american aggregates corp to the monopolies commission cons gold said last month that its arc america corp unit had agreed to buy the ohio based company for dlrs a share cash or mln dlrs in a deal recommended by the aggregates board reuter 
94,business,klm to take pct stake in air uk klm royal dutch airlines klm a said it agreed to take a pct stake in air u k ltd a subsidiary of british and commonwealth shipping plc bcom l in a transaction worth around two mln stg a klm spokesman said klm already cooperated closely with air uk which runs flights a week to amsterdam s schipol airport from nine uk cities british and commonwealth shipping said last week it held preliminary talks about a klm minority stake in air u k but gave no further details klm said it hoped the move would attract more british feeder traffic to amsterdam airport reuter 
95,business,ultramar sells u k marketing units for mln stg ultramar plc umar l said it had reached agreement in principle to sell its wholly owned u k marketing companies to kuwait petroleum corp for around mln stg ultramar s marketing units include ultramar golden eagle ltd which in made a profit of around mln stg before financing and group administration charges a small loss was recorded for the first nine months of the sale is due to take place on april with the proceeds intended to reduce group debt in the short term but ultramar said the funds would ultimately be used for further development of its core businesses in the u k and north america reuter 
96,business,woolworth underwoods fail to agree on bid underwoods plc said it had not been possible to agree terms on a bid to be made by woolworth holdings plc wluk l during talks the two companies had been holding exploratory discussions no spokesman for either company was immediately available to say why terms could not be agreed nor whether the possibility of a bid was now being abandoned last week underwoods shares rose p to p ahead of any announcement of the talks the announcement today brought them back down to p from last night s close at p woolworth was unchanged at p reuter 
97,business,hk hotels soars on takeover speculation the price of hongkong and shanghai hotels ltd shlh hk s stock soared on speculation of a takeover battle between major shareholders the kadoorie family and the evergo industrial enterprise ltd evgh hk group stock brokers said they noted heavy buying in hk hotel shares after an announcement by evergo s china entertainment and land investment co ltd unit that it bought about pct of hk hotels from the firm s deputy chairman david liang for billion dlrs the stock rose h k dlrs to dlrs today thomas lau evergo s executive director declined comment on whether the group is seeking a further stake in hk hotels but he told reuters the group will hold the pct stake bought from liang as long term investment he said evergo was attracted by the underlying strength of hk hotels analysts said evergo may be looking for a possible redevelopment of the peninsula hotel one of asia s best known hotels and another site on hong kong island both are owned by hk hotels lai sun garment co ltd yesterday said it acquired a pct stake in hk hotels from liang for mln dlrs lau denied any link between china entertainment and lai sun on their acquisitions of the hk hotels stake it is purely coincidence he said but analysts were not so certain saying that the evergo group which has a reputation as a corporate raider may team up with lai sun garment for a takeover lau also denied any contact with the kadoorie family which analysts estimate has more than pct of hk hotels michael kadoorie is chairman of hk hotels lau said two representatives of evergo will be nominated to the hk hotels board a source close to the kadoorie family said the family has not considered any countermoves so far analysts said it would be difficult for evergo and the kadoorie family to cooperate because of different management styles evergo may want to split up the hotel management and property developments of hk hotels but that strategy may not fit the conservative kadoorie family said an analyst who asked not to be named another analyst noted the price of hk hotels had been distorted by the takeover talks because its net asset value is only worth about dlrs a share the offers by evergo and lai sun were for dlrs a share though that is well below the current trading price trading was suspended today in shares of lai sun evergo china entertainment and the group s associate chinese estates ltd chinese estates lost cents to dlrs yesterday china entertainment five to dlrs and evergo one to cents lai sun gained cents to dlrs reuter 
98,business,bryson pays mln dlrs for cenergy corp stake bryson oil and gas plc said it paid a cash consideration of around mln dlrs for about pct of cenergy corp a u s oil and gas exploration and production company bryson said its board has been considering a number of possible investments to expand the company s interests and believes the opportunity to acquire an investment in cenergy provides a suitable extension to its existing u s interests cenergy reported a net loss of mln dlrs in the nine months to september while total stockholders equity on the same date was mln dlrs reuter 
99,business,greenwood resources grrl sells company stake greenwood resources inc said it has sold its common share majority holding in new london oil ltd of london to an affiliate of guinness peat group plc of london and an affiliate of sidro sa of belgium for a total of dlrs in cash the company said it will apply the proceeds of the sale to support its line of credit and as part of a proposed debt restructuring with colorado national bancshares colc and greenwood shareholders it said it will retain a seat on the new london board reuter 
100,business,heinz interested in buying guinness brewing h j heinz hnz n chairman tony o reilly would be interested in buying guinness plc guin l s brewery division if it were for sale a spokesman said the spokesman reacting to irish and british press reports said he continues to be interested were the group to offer the brewery side of guinness for sale but he has not put together a consortium nor has he been buying shares he was quoted by the irish magazine business and finance as saying he would be interested if it came on the market and that he had the support of two international banks if he decided such a purchase might be worthwhile in the magazine article he suggested that if brewing profits were calculated to be in the region of mln punts the asking price would not be higher than mln punts a multiple of ten times earnings would be the top whack for the brewing division in the current guinness situation he said this would mean an expensive exercise right on the edge but not impossible he added the deal would mean buying the dublin london nigerian and malaysian breweries because it could only be sold as an integral unit if it was going to be sold at all o reilly said reuter 
101,business,viacom international inc gets another new national amusements bid 
102,business,national amusements again ups viacom via bid viacom international inc said national amusements inc has again raised the value of its offer for viacom s publicly held stock the company said the special committee of its board plans to meet later today to consider this offer and the one submitted march one by mcv holdings inc a spokeswoman was unable to say if the committee met as planned yesterday viacom said national amusements arsenal holdings inc subsidiary has raised the amount of cash it is offering for each viacom share by cts to dlrs while the value of the fraction of a share of exchangeable arsenal holdings preferred to be included was raised cts to dlrs national amusements already owns pct of viacom s stock reuter 
103,business,sara lee sle to buy pct of dim sara lee corp said it agreed to buy a pct interest in paris based dim s a a subsidiary of bic s a at a cost of about mln dlrs dim s a a hosiery manufacturer had sales of about mln dlrs the investment includes the purchase of newly issued dim shares valued at about mln dlrs and a loan of about mln dlrs it said the loan is convertible into an additional dim shares it noted the proposed agreement is subject to approval by the french government it said reuter 
104,business,scott s hospitality acquires capital food scott s hospitality inc said it acquired all issued shares of capital food services ltd of ottawa terms were not disclosed scott s said capital food had sales of more than mln dlrs and will continue to operate under its present name with existing management capital food provides food services to several ottawa institutions the company said reuter 
105,business,video display vide to sell cable tv unit video display corfp said it has reached a tentiative agreement to sell its existing cable television business for undisclosed terms and expects to report a gain on the transaction the buyer was not named the company said it will redeploy its service assets into manufacturing and distribution it said the operations being sold accounted for about five pct of revenues for the year ended february and lost money reuter 
106,business,community bank cbsi to make acquisition community bank system inc said it has entered into a definitive agreement to acquire nichols community bank for dlrs in common stock it said subject to approval by nichols shareholders and regulatory authorities the transaction is expected to be completed later this year reuter 
107,business,calmar clmi seeks to be acquired by kebo ab calmar inc said keboo ab of sweden which now owns about pct of calmark has approved the acquisition of remaining calmar shares at dlrs in cash at the request of the calmar board calmar said a special meeting of its board will be held march nine to form a special committee of directors not affiliated with kebo to evaluate the transaction kebo is in turn pct owned by investment ab beijar of sweden reuter 
108,business,italy s bnl negotiating purchase of german bank italy s state owned banca nazionale del lavoro bnl said it is negotiating to buy a west german bank as part of its foreign expansion policy bnl president nerio nesi told a news conference the italian bank was currently involved in talks but declined to name the german institution he said the takeover move could be seen as bnl s reply to deutsche bank ag dbkg f which entered the italian market in december with the purchase of bankamerica bacn subsidiary banca d america e d italia nesi said bnl had also approved a mln dlr credit line to the soviet union aimed at enabling soviet companies to pay for italian imports he gave no further details bnl officials said the group had also decided to increase its activities in the soviet union by opening a representative office in moscow this month through its subsidiary sogecred which specialises in italian soviet trade reuter 
109,business,norton nrt to sell south african operations norton co said it has agreed to sell its remaining south african business norton co pty ltd to global mining and industrial corp of south africa for undisclosed terms the company said the unit accounts for less than two pct of norton revenues and is being sold because growing societal pressures in the united states and the unsettled situation in south africa had required a disproportionate amount of management tiome to oversee norton said the unit is profitable norton said it will provide the south afrcian unit with future technical support and products makde under that agreement will continue to be marketed under the norton trademark reuter 
110,business,saatchi and saatchi buys cleveland consulting advertising agents saatchi and saatchi co plc sachy said it was buying cleveland consulting associates inc for an initial consideration of mln dlrs additional payments may be made annually through the year ending march to bring the total consideration up to pct of cleveland s average post tax profits in the last two years of the period the purchase of cleveland is a further step in saatchi and saatchi s fast growing consulting industry the company said it said its consulting operations now provide a platform for major future expansion for the months ended march cleveland had dlrs in pretax profits and forecasts one mln for at the saatchi and saatchi annual meeting today the company reported a particularly strong start to the current year with profits sharply higher than the same period last year saatchi and saatchi shares rose one pence on the cleveland announcement to p after yesterday s p close reuter 
111,business,unilever s un chesebrough offers to sell bass chesebrough pond s inc recently acquired by a unit of unilever n v said it is offering to sell its bass shoe division as a result of an ongoing evaluation of the long term direction of its businesses the diversified maker of health and beauty aids said it acquired falmouth maine based g h bass and co in when the company reported annual sales of mln dlrs bass is known for its high quality casual shoes chesebrough said bass s sales exceeded mln dlrs reuter 
112,business,group trims material sciences msc stake an investor group led by central national gottesman inc a new york investment firm and its executive vice president edgar wachenheim said they cut their stake in material sciences corp to less than five pct in a filing with the securities and exchange commission the group said it sold material sciences common shares between feb and at prices ranging from to dlrs a share leaving it with shares or pct as long as the group s stake remains below five pct it is not required to disclose further dealings in material sciences common stock reuter 
113,business,tylan corp tyln to sell furnace product line tylan corp aid it has retained the investment banking firm kahn and harris to sell its furnace product line the company said it has already been contacted by several potential buyers in tylan s furnace product shipments in the u s represented mln dlrs of the company s total net sales of mln dlrs reuter 
114,business,pantera pant and pizza pza agree to merge pantera s corp said it agreed in principle to acquire pizza inn inc in a cash and stock transaction under terms of the proposed transaction each pizza inn share can be exchanged for either three dlrs in cash plus the lesser of shares of pantera s common stock or dlrs market value of pantera s stock or four dlrs in cash plus a unit consisting of one share of pantera s stock and a non transferrable right to receive up to share of pantera s stock under certain conditions it said completion of the transaction is subject to arrangement of financing negotiation of a definitive agreement and various regulatory approvals it said pantera s said pizza inn s largest shareholder f j spillman previously granted pantera s an option to buy more than one mln shares of pizza inn common stock owned by him pantera s also said it retained drexel burnham lambert inc to act as its financial advisor in connection with the merger pizza inn has retained dean witter reynolds inc to act as its financial advisor pantera s said yesterday pantera s stock closed at dlrs on nasdaq while pizza inn s stock was quoted at dlrs when the amex halted trading pending the announcement of the proposed merger from its dallas headquarters pizza inn said completion of the transaction is subject to certain conditions including that the price of pantera s stock average not less than seven dlrs during the trading days before the merger under the agreement pizza inn said it will still be permitted to complete a leveraged buyout agreement with pizza inn acquiring corp which has been approved by its shareholders but is subject to otaining financing more 
115,business,lifetime lft to buy shares of nippon lace lifetime corp said it agreed to buy five mln shares or pct of nippon lace co ltd for dlrs a share or mln dlrs it said it plans to enter the health care business in japan in addition it said koba electronics co ltd an affiliate of lifetime will buy four mln unissued shares or a pct stake of nippon for mln dlrs or five dlrs a share the company said ohta shoji chief executive officer of toho mutual life insurance co owns the majority of koba electronics shares toho mutual life is also the largest shareholder in nippon lace the company said lifetime also said the private bank and trust of zurich on behalf of lifetime director and shareholder terence ramsden intends to subscribe for two mln shares of nippon lace at the same price paid by lifetime reuter 
116,business,beneficial corp to sell insurance unit removing company from insurance business 
117,business,imtec imtc gets merger offer imtec inc said some shareholders of computer identics inc cidn have proposed a merger of the two companies the company said the shareholders had previously expressed dissatisfaction with computer identics management and had informed computer identics that the present board no longer had the support of a majority of shares held it said the shareholders had called for the resignation of all but one of computer identics directors and suggested that a new board pursue merger talks with imtec but imtec said no merger talks havew yet taken place reuter 
118,business,corrected lifetime lft to buy nippon lace sahres lifetime corp said it agreed to buy five mln shares or pct of nippon lace co ltd for dlrs a share or mln dlrs it said it plans to enter the health care business in japan in addition it said koba electronics co ltd an affiliate of nippon will buy four mln unissued shares or a pct stake of lifetime for mln dlrs or five dlrs a share corrects to show nippon s affiliate koba buying stake in lifetime reuter 
119,business,tender loving tlci staff staf extend pact tender loving care health care services inc said it and staff buildiers inc have extended the term of their merger agreement until may tender loving care also said norrell corp agreed not to acquire any additional staff builders shares until september adding norrell was paid dlrs for the standstill arrangement tender loving care said it agreed to buy the staff builders common held by norrell about pct of those outstanding for dlrs immediately prior to the consummation of the merger tender loving care said the extended merger agreement continues to provide for the exchange of of its shares for each staff builders share outstanding as announced february the staff builders shareholders meeting to vote on the merger originally convened and adjourned december will be reconvened on april tender loving care said its payment to norrell will include dlrs in cash and five mln dlrs of a new series of eight pct tender loving care convertible preferred tender loving care said it and staff builders have filed a revised registration and proxy statement with the securities and exchange commission upon clearance of the revised proxy statement by the commission and its distribution to staff builders shareholders that company s management will continue to solicit proxies for approval of the merger tender loving care said it will have the power to vote about pct of staff builders shares at the adjourned meeting with a spokesman explaining that this represents the proxies held by norrell which started buying the stock after the record date for the meeting in addition staff builders officers and directors own about pct of its stock and have agreed to vote in favor of the merger accordingly the vote of an additional pct of the outstanding shares will be required to approve the merger tender loving care said reuter 
